DBN,District,School Name,Is Org Split-Sited,Building ID(s),Transfer School,Total Enrollment,Grades PK-5 Enrollment,Grades 6-8 Enrollment,Grades 9-12 Enrollment,% Asian,% Black,% Hispanic,% Multiple Race Categories Not Represented,% White,% SWD,% ELL,% Poverty,ELA # Tested,ELA # Proficient (L3&4),ELA % Proficient (L3&4),Math # Tested,Math # Proficient (L3&4),Math % Proficient (L3&4),2017-18 Total 4-year August Grad Cohort,2017-18 % 4-year August Graduates,2017-18 Total 6-year Grad Cohort,2017-18 % 6-year Graduates
23K298,23,P.S. 298 Dr. Betty Shabazz,false,K298,false,281,281,0,0,0.018,0.687,0.256,0.025,0.014,0.228,0.071,0.979,75,18,24.0%,74,19,25.7%,No Data,No Data,No Data,No Data
23K323,23,P.S./I.S. 323,false,K263,false,614,397,217,0,0.024,0.761,0.195,0.01,0.01,0.197,0.05,0.938,368,61,16.6%,372,63,16.9%,No Data,No Data,No Data,No Data
23K327,23,P.S. 327 Dr. Rose B. English,false,K327,false,292,292,0,0,0.021,0.647,0.267,0.045,0.021,0.264,0.068,0.966,106,24,22.6%,110,11,10.0%,No Data,No Data,No Data,No Data
23K363,23,Brownsville Collaborative Middle School,false,K298,false,278,0,278,0,0.004,0.691,0.277,0.011,0.018,0.367,0.112,0.946,193,31,16.1%,176,28,15.9%,No Data,No Data,No Data,No Data
23K392,23,I.S. 392,false,K356,false,307,0,307,0,0.026,0.779,0.153,0.039,0.003,0.16,0.013,0.765,280,186,66.4%,222,118,53.2%,No Data,No Data,No Data,No Data
23K401,23,Christopher Avenue Community School,false,K332,false,316,316,0,0,0.003,0.623,0.348,0.009,0.016,0.237,0.041,0.965,84,25,29.8%,85,22,25.9%,No Data,No Data,No Data,No Data
23K446,23,Riverdale Avenue Community School,false,K183,false,389,389,0,0,0.015,0.753,0.188,0.015,0.028,0.221,0.062,0.931,138,40,29.0%,132,17,12.9%,No Data,No Data,No Data,No Data
23K493,23,Brooklyn Collegiate: A College Board School,false,K055,false,239,0,0,239,0.013,0.841,0.126,0.017,0.004,0.23,0.059,0.883,No Data,No Data,No Data,No Data,No Data,No Data,70,85.7%,84,79.8%
23K514,23,Frederick Douglass Academy VII High School,false,K175,false,153,0,0,153,0.02,0.843,0.124,0.013,0,0.327,0.039,0.889,No Data,No Data,No Data,No Data,No Data,No Data,62,56.5%,66,72.7%
23K518,23,Kappa V (Knowledge and Power Preparatory Academy),false,K275,false,196,0,196,0,0,0.862,0.107,0.026,0.005,0.316,0.031,0.903,158,40,25.3%,158,19,12.0%,No Data,No Data,No Data,No Data
23K522,23,Mott Hall IV,false,K271,false,173,0,173,0,0.006,0.873,0.116,0,0.006,0.329,0.012,0.821,125,20,16.0%,125,3,2.4%,No Data,No Data,No Data,No Data
23K599,23,Brooklyn Landmark Elementary School,false,K073,false,386,386,0,0,0.023,0.749,0.215,0.005,0.008,0.166,0.028,0.762,146,112,76.7%,150,109,72.7%,No Data,No Data,No Data,No Data
23K643,23,Brooklyn Democracy Academy,false,K275,true,217,0,0,217,0.009,0.793,0.166,0.023,0.009,0.258,0.037,0.788,No Data,No Data,No Data,No Data,No Data,No Data,63,11.1%,83,49.4%
23K644,23,Eagle Academy for Young Men II,false,K271,false,651,0,292,359,0.006,0.889,0.084,0.017,0.003,0.272,0.005,0.796,200,55,27.5%,133,66,49.6%,90,91.1%,71,97.2%
23K647,23,Metropolitan Diploma Plus High School,false,K275,true,227,0,0,227,0.004,0.789,0.176,0.018,0.013,0.37,0.031,0.925,No Data,No Data,No Data,No Data,No Data,No Data,93,25.8%,94,58.5%
23K664,23,Brooklyn Environmental Exploration School (BEES),false,K073,false,102,0,102,0,0.01,0.716,0.235,0.01,0.029,0.392,0.078,0.922,86,26,30.2%,80,11,13.8%,No Data,No Data,No Data,No Data
23K668,23,Riverdale Avenue Middle School,false,K183,false,134,0,134,0,0.037,0.724,0.187,0.045,0.007,0.328,0.082,0.985,113,31,27.4%,109,17,15.6%,No Data,No Data,No Data,No Data
23K671,23,Mott Hall Bridges Academy,false,K263,false,199,0,199,0,0.01,0.829,0.146,0.005,0.01,0.312,0.015,0.925,182,54,29.7%,182,60,33.0%,No Data,No Data,No Data,No Data
23K697,23,Teachers Preparatory High School,false,K175,false,205,0,16,189,0.02,0.785,0.156,0.005,0.034,0.395,0.093,0.932,12,2,16.7%,No Data,No Data,No Data,58,74.1%,88,71.6%
24Q005,24,I.S. 5 - The Walter Crowley Intermediate School,false,Q005,false,1788,0,1788,0,0.402,0.018,0.553,0.01,0.017,0.192,0.179,0.752,1695,961,56.7%,1619,821,50.7%,No Data,No Data,No Data,No Data
24Q007,24,P.S. 007 Louis F. Simeone,true,"Q007, Q877",false,1375,1375,0,0,0.607,0.003,0.351,0.006,0.033,0.123,0.393,0.82,632,351,55.5%,650,385,59.2%,No Data,No Data,No Data,No Data
24Q058,24,P.S. 58 - The School of Heroes,false,Q058,false,1024,890,134,0,0.401,0.006,0.397,0.014,0.182,0.141,0.123,0.731,518,287,55.4%,537,285,53.1%,No Data,No Data,No Data,No Data
24Q110,24,P.S. 110,false,Q315,false,894,894,0,0,0.076,0.003,0.914,0.002,0.004,0.192,0.417,0.915,352,135,38.4%,364,171,47.0%,No Data,No Data,No Data,No Data
24Q128,24,"P.S. 128 The Lorraine Tuzzo, Juniper Valley Elementary School",false,Q247,false,952,592,360,0,0.039,0.006,0.197,0.006,0.751,0.136,0.034,0.267,638,478,74.9%,607,409,67.4%,No Data,No Data,No Data,No Data
24Q211,24,Elm Tree Elementary School,false,Q298,false,517,517,0,0,0.062,0.033,0.876,0.006,0.023,0.222,0.408,0.934,149,64,43.0%,158,65,41.1%,No Data,No Data,No Data,No Data
24Q236,24,International High School for Health Sciences,false,Q455,false,273,0,0,273,0.231,0.044,0.648,0.011,0.066,0.033,0.747,0.908,No Data,No Data,No Data,No Data,No Data,No Data,90,55.6%,s,s
24Q239,24,P.S. 239,false,Q239,false,539,539,0,0,0.152,0.02,0.759,0.004,0.065,0.21,0.243,0.865,233,103,44.2%,242,78,32.2%,No Data,No Data,No Data,No Data
24Q264,24,Academy of Finance and Enterprise,false,Q735,false,649,0,0,649,0.251,0.045,0.507,0.042,0.156,0.128,0.057,0.807,No Data,No Data,No Data,No Data,No Data,No Data,128,95.3%,123,95.1%
24Q267,24,High School of Applied Communication,false,Q735,false,407,0,0,407,0.145,0.081,0.617,0.027,0.13,0.172,0.069,0.747,No Data,No Data,No Data,No Data,No Data,No Data,99,87.9%,105,87.6%
24Q290,24,A.C.E. Academy for Scholars at the Geraldine Ferraro Campus,false,Q290,false,588,588,0,0,0.158,0.029,0.488,0.036,0.289,0.102,0.095,0.65,250,159,63.6%,250,187,74.8%,No Data,No Data,No Data,No Data
24Q293,24,Civic Leadership Academy,false,Q744,false,593,0,0,593,0.132,0.049,0.69,0.069,0.061,0.199,0.066,0.761,No Data,No Data,No Data,No Data,No Data,No Data,122,91.8%,111,93.7%
24Q296,24,Pan American International High School,false,Q744,false,423,0,0,423,0,0.002,0.991,0.005,0.002,0.028,0.842,0.842,No Data,No Data,No Data,No Data,No Data,No Data,94,89.4%,70,78.6%
24Q299,24,Bard High School Early College Queens,false,Q735,false,643,0,0,643,0.358,0.103,0.188,0.028,0.323,0.053,0.002,0.426,No Data,No Data,No Data,No Data,No Data,No Data,151,99.3%,152,100.0%
24Q305,24,Learners and Leaders,true,"Q245, Q320",false,592,592,0,0,0.078,0.02,0.764,0.01,0.128,0.245,0.225,0.845,206,92,44.7%,209,125,59.8%,No Data,No Data,No Data,No Data
24Q307,24,Pioneer Academy,false,Q260,false,899,899,0,0,0.023,0.009,0.952,0.004,0.011,0.232,0.377,0.95,425,144,33.9%,430,197,45.8%,No Data,No Data,No Data,No Data
24Q311,24,Corona Arts & Sciences Academy,false,Q311,false,761,0,761,0,0.013,0.018,0.963,0.003,0.003,0.2,0.23,0.968,745,204,27.4%,758,152,20.1%,No Data,No Data,No Data,No Data
24Q331,24,Mosaic Pre-K Center,true,"Q245, Q298, Q321, Q348, Q368, Q372, Q373, Q378, Q391, Q392, Q412, Q414, Q422, Q432, Q437, Q777, Q906, Q974",false,891,891,0,0,0.204,0.021,0.704,0.01,0.061,0.074,0,0.715,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
24Q455,24,Newtown High School,false,Q455,false,1805,0,0,1805,0.254,0.08,0.596,0.023,0.048,0.138,0.239,0.761,No Data,No Data,No Data,No Data,No Data,No Data,640,72.7%,396,75.8%
24Q520,24,Middle College High School at LaGuardia Community College,false,Q520,false,508,0,0,508,0.081,0.026,0.815,0.006,0.073,0.169,0.012,0.697,No Data,No Data,No Data,No Data,No Data,No Data,108,88.0%,173,63.0%
24Q530,24,International High School at LaGuardia Community College,false,Q520,false,507,0,0,507,0.231,0.026,0.645,0.004,0.095,0.018,0.651,0.669,No Data,No Data,No Data,No Data,No Data,No Data,118,80.5%,166,66.3%
24Q585,24,Maspeth High School,false,Q585,false,1212,0,0,1212,0.174,0.017,0.464,0.069,0.276,0.158,0.03,0.55,No Data,No Data,No Data,No Data,No Data,No Data,243,98.4%,237,99.6%
24Q744,24,VOYAGES Preparatory,false,Q744,true,239,0,0,239,0.079,0.134,0.724,0.025,0.038,0.096,0.042,0.686,No Data,No Data,No Data,No Data,No Data,No Data,76,19.7%,87,41.4%
25Q025,25,I.S. 025 Adrien Block,false,Q025,false,1053,0,1053,0,0.556,0.019,0.231,0.016,0.179,0.149,0.12,0.548,967,654,67.6%,973,602,61.9%,No Data,No Data,No Data,No Data
25Q130,25,P.S. 130,false,Q130,false,407,407,0,0,0.536,0.032,0.197,0.027,0.209,0.179,0.133,0.43,167,129,77.2%,166,144,86.7%,No Data,No Data,No Data,No Data
25Q154,25,P.S. 154 Queens,false,Q154,false,664,664,0,0,0.5,0.093,0.259,0.033,0.114,0.182,0.158,0.783,320,189,59.1%,325,173,53.2%,No Data,No Data,No Data,No Data
25Q169,25,P.S. 169 Bay Terrace,false,Q169,false,434,434,0,0,0.346,0.044,0.26,0.032,0.318,0.147,0.071,0.346,183,95,51.9%,181,146,80.7%,No Data,No Data,No Data,No Data
25Q189,25,J.H.S. 189 Daniel Carter Beard,false,Q189,false,775,0,775,0,0.644,0.03,0.295,0.008,0.023,0.181,0.271,0.764,727,332,45.7%,621,319,51.4%,No Data,No Data,No Data,No Data
25Q209,25,P.S. 209 Clearview Gardens,false,Q209,false,557,557,0,0,0.487,0.007,0.174,0.018,0.314,0.138,0.077,0.386,228,162,71.1%,228,188,82.5%,No Data,No Data,No Data,No Data
25Q237,25,I.S. 237,false,Q237,false,1377,0,1377,0,0.779,0.05,0.15,0.008,0.013,0.125,0.208,0.794,1268,695,54.8%,1291,891,69.0%,No Data,No Data,No Data,No Data
25Q240,25,Veritas Academy,false,Q460,false,567,0,0,567,0.134,0.125,0.61,0.037,0.093,0.182,0.079,0.688,No Data,No Data,No Data,No Data,No Data,No Data,114,86.0%,No Data,No Data
25Q241,25,Queens High School for Language Studies,false,Q460,false,424,0,0,424,0.594,0.059,0.281,0.038,0.028,0.059,0.226,0.771,No Data,No Data,No Data,No Data,No Data,No Data,101,97.0%,No Data,No Data
25Q250,25,I.S. 250 The Robert F. Kennedy Community Middle School,false,Q168,false,367,0,367,0,0.311,0.245,0.322,0.049,0.074,0.199,0.15,0.864,335,131,39.1%,348,121,34.8%,No Data,No Data,No Data,No Data
25Q252,25,"Queens School of Inquiry, The",false,Q168,false,588,0,253,335,0.405,0.151,0.235,0.032,0.177,0.16,0.043,0.541,242,134,55.4%,155,60,38.7%,69,94.2%,75,97.3%
25Q263,25,Flushing International High School,false,Q189,false,426,0,0,426,0.448,0.019,0.486,0.005,0.042,0.023,0.869,0.918,No Data,No Data,No Data,No Data,No Data,No Data,109,70.6%,94,78.7%
25Q281,25,East-West School of International Studies,false,Q237,false,649,0,297,352,0.69,0.066,0.176,0.02,0.048,0.139,0.069,0.823,279,198,71.0%,189,144,76.2%,85,94.1%,86,98.8%
25Q285,25,World Journalism Preparatory: A College Board School,false,Q025,false,582,0,257,325,0.167,0.038,0.38,0.031,0.385,0.179,0.019,0.6,230,149,64.8%,156,62,39.7%,72,95.8%,102,97.1%
25Q294,25,BELL Academy,false,Q169,false,363,0,363,0,0.366,0.039,0.262,0.022,0.311,0.207,0.019,0.413,321,239,74.5%,261,171,65.5%,No Data,No Data,No Data,No Data
25Q460,25,Flushing High School,false,Q460,false,1595,0,0,1595,0.159,0.192,0.591,0.027,0.031,0.125,0.208,0.779,No Data,No Data,No Data,No Data,No Data,No Data,382,62.3%,527,71.5%
25Q499,25,"The Queens College School for Math, Science and Technology",false,Q499,false,535,362,173,0,0.535,0.194,0.15,0.05,0.071,0.09,0.037,0.454,324,253,78.1%,290,230,79.3%,No Data,No Data,No Data,No Data
25Q525,25,Townsend Harris High School,false,Q515,false,1182,0,0,1182,0.558,0.051,0.124,0.074,0.194,0.044,0.001,0.467,No Data,No Data,No Data,No Data,No Data,No Data,291,99.7%,281,100.0%
26Q026,26,P.S. 026 Rufus King,false,Q026,false,715,715,0,0,0.613,0.097,0.151,0.025,0.115,0.18,0.138,0.66,318,220,69.2%,322,238,73.9%,No Data,No Data,No Data,No Data
26Q041,26,P.S. 041 Crocheron,false,Q041,false,464,464,0,0,0.528,0.013,0.194,0.028,0.237,0.181,0.075,0.377,215,179,83.3%,216,188,87.0%,No Data,No Data,No Data,No Data
26Q186,26,P.S. 186 Castlewood,false,Q186,false,376,376,0,0,0.351,0.133,0.181,0.035,0.301,0.298,0.011,0.351,146,103,70.5%,147,98,66.7%,No Data,No Data,No Data,No Data
26Q191,26,P.S. 191 Mayflower,false,Q191,false,383,383,0,0,0.726,0.037,0.138,0.029,0.07,0.112,0.133,0.648,163,121,74.2%,163,120,73.6%,No Data,No Data,No Data,No Data
26Q205,26,P.S. 205 Alexander Graham Bell,false,Q205,false,316,316,0,0,0.437,0.035,0.212,0.057,0.259,0.165,0.054,0.269,138,113,81.9%,139,118,84.9%,No Data,No Data,No Data,No Data
26Q213,26,P.S. 213 The Carl Ullman School,false,Q213,false,456,456,0,0,0.656,0.07,0.145,0.015,0.114,0.127,0.136,0.55,166,112,67.5%,166,120,72.3%,No Data,No Data,No Data,No Data
26Q266,26,P.S./I.S. 266,false,Q266,false,654,417,237,0,0.372,0.219,0.248,0.029,0.133,0.203,0.028,0.492,379,234,61.7%,312,176,56.4%,No Data,No Data,No Data,No Data
26Q315,26,Business Technology Early College High School,false,Q435,false,519,0,0,519,0.247,0.434,0.195,0.067,0.058,0.129,0.04,0.655,No Data,No Data,No Data,No Data,No Data,No Data,89,88.8%,No Data,No Data
26Q430,26,Francis Lewis High School,false,Q430,false,4492,0,0,4492,0.565,0.061,0.213,0.011,0.148,0.145,0.105,0.691,No Data,No Data,No Data,No Data,No Data,No Data,1180,87.6%,1088,91.2%
26Q435,26,Martin Van Buren High School,false,Q435,false,1162,0,0,1162,0.287,0.454,0.175,0.052,0.032,0.114,0.13,0.737,No Data,No Data,No Data,No Data,No Data,No Data,274,79.6%,401,78.1%
26Q566,26,"Queens High School of Teaching, Liberal Arts and the Sciences",false,Q566,false,1070,0,0,1070,0.208,0.526,0.148,0.046,0.072,0.201,0.024,0.569,No Data,No Data,No Data,No Data,No Data,No Data,245,91.0%,282,94.7%
27Q042,27,P.S./M.S 042 R. Vernam,false,Q042,false,642,460,182,0,0.025,0.693,0.246,0.023,0.012,0.262,0.04,0.949,352,81,23.0%,343,81,23.6%,No Data,No Data,No Data,No Data
27Q043,27,P.S. 043,false,Q043,false,896,665,231,0,0.029,0.574,0.329,0.018,0.05,0.23,0.083,0.933,516,127,24.6%,452,93,20.6%,No Data,No Data,No Data,No Data
27Q053,27,M.S. 053 Brian Piccolo,false,Q053,false,230,0,230,0,0.013,0.517,0.422,0.03,0.017,0.348,0.157,0.865,216,24,11.1%,229,17,7.4%,No Data,No Data,No Data,No Data
27Q202,27,J.H.S. 202 Robert H. Goddard,false,Q202,false,1111,0,1111,0,0.337,0.083,0.468,0.052,0.06,0.165,0.074,0.762,1070,511,47.8%,979,352,36.0%,No Data,No Data,No Data,No Data
27Q226,27,J.H.S. 226 Virgil I. Grissom,false,Q226,false,911,0,911,0,0.327,0.342,0.177,0.137,0.016,0.204,0.074,0.865,884,290,32.8%,903,232,25.7%,No Data,No Data,No Data,No Data
27Q253,27,P.S. 253,false,Q253,false,562,562,0,0,0.034,0.294,0.642,0.02,0.011,0.242,0.292,0.973,279,69,24.7%,281,89,31.7%,No Data,No Data,No Data,No Data
27Q254,27,P.S. 254 - The Rosa Parks School,false,Q254,false,604,604,0,0,0.108,0.033,0.752,0.025,0.083,0.136,0.171,0.755,278,148,53.2%,292,182,62.3%,No Data,No Data,No Data,No Data
27Q260,27,Frederick Douglass Academy VI High School,false,Q465,false,346,0,0,346,0.012,0.491,0.462,0.029,0.006,0.199,0.303,0.751,No Data,No Data,No Data,No Data,No Data,No Data,114,43.0%,103,76.7%
27Q261,27,Voyages Prep - South Queens,false,Q400,true,318,0,0,318,0.069,0.708,0.167,0.041,0.016,0.116,0.009,0.648,No Data,No Data,No Data,No Data,No Data,No Data,129,28.7%,141,66.7%
27Q262,27,Channel View School for Research,false,Q410,false,967,0,414,553,0.088,0.414,0.357,0.025,0.117,0.117,0.021,0.71,410,221,53.9%,276,129,46.7%,128,96.9%,123,96.7%
27Q282,27,Knowledge and Power Preparatory Academy VI,false,Q465,false,264,0,264,0,0.015,0.424,0.515,0.015,0.03,0.178,0.061,0.845,257,135,52.5%,176,94,53.4%,No Data,No Data,No Data,No Data
27Q297,27,Hawtree Creek Middle School,false,Q226,false,376,0,376,0,0.327,0.346,0.186,0.122,0.019,0.239,0.029,0.896,355,159,44.8%,319,110,34.5%,No Data,No Data,No Data,No Data
27Q302,27,"Queens High School for Information, Research, and Technology",false,Q465,false,466,0,0,466,0.049,0.401,0.487,0.032,0.03,0.206,0.217,0.691,No Data,No Data,No Data,No Data,No Data,No Data,92,83.7%,79,81.0%
27Q308,27,Robert H. Goddard High School of Communication Arts and Technology,false,Q202,false,629,0,0,629,0.262,0.075,0.375,0.046,0.242,0.191,0.038,0.744,No Data,No Data,No Data,No Data,No Data,No Data,149,97.3%,150,94.0%
27Q309,27,Academy of Medical Technology: A College Board School,false,Q465,false,626,0,226,400,0.062,0.42,0.457,0.024,0.037,0.155,0.16,0.823,220,69,31.4%,205,31,15.1%,102,82.4%,90,76.7%
27Q314,27,Epic High School - South,false,Q226,false,382,0,0,382,0.277,0.322,0.285,0.086,0.029,0.194,0.089,0.649,No Data,No Data,No Data,No Data,No Data,No Data,73,65.8%,No Data,No Data
27Q317,27,Waterside Children's Studio School,false,Q225,false,517,517,0,0,0.056,0.23,0.464,0.052,0.197,0.17,0.081,0.698,227,119,52.4%,229,122,53.3%,No Data,No Data,No Data,No Data
27Q318,27,Waterside School For Leadership,false,Q225,false,244,0,244,0,0.033,0.529,0.336,0.025,0.078,0.258,0.094,0.885,226,84,37.2%,219,57,26.0%,No Data,No Data,No Data,No Data
27Q319,27,Village Academy,false,Q053,false,378,0,378,0,0.016,0.571,0.389,0.008,0.016,0.222,0.169,0.812,363,99,27.3%,376,102,27.1%,No Data,No Data,No Data,No Data
27Q324,27,Rockaway Park High School for Environmental Sustainability,false,Q410,false,304,0,0,304,0.03,0.431,0.401,0.046,0.092,0.296,0.122,0.901,No Data,No Data,No Data,No Data,No Data,No Data,87,74.7%,92,70.7%
27Q333,27,Goldie Maple Academy,false,Q198,false,399,314,85,0,0.035,0.687,0.223,0.035,0.02,0.09,0.013,0.672,215,102,47.4%,205,57,27.8%,No Data,No Data,No Data,No Data
27Q351,27,Rockaway Collegiate High School,false,Q410,false,306,0,0,306,0.029,0.559,0.343,0.013,0.056,0.301,0.082,0.807,No Data,No Data,No Data,No Data,No Data,No Data,93,66.7%,99,70.7%
27Q377,27,P.S. 377,false,Q335,false,295,295,0,0,0.244,0.092,0.478,0.068,0.119,0.108,0.058,0.647,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
27Q400,27,August Martin High School,false,Q400,false,311,0,0,311,0.129,0.659,0.148,0.051,0.013,0.232,0.061,0.775,No Data,No Data,No Data,No Data,No Data,No Data,96,74.0%,120,56.7%
27Q475,27,Richmond Hill High School,false,Q475,false,1576,0,0,1576,0.315,0.124,0.456,0.066,0.039,0.144,0.23,0.806,No Data,No Data,No Data,No Data,No Data,No Data,526,70.7%,555,71.7%
27Q480,27,John Adams High School,false,Q480,false,2366,0,0,2366,0.346,0.246,0.32,0.06,0.028,0.14,0.139,0.738,No Data,No Data,No Data,No Data,No Data,No Data,531,72.5%,717,71.3%
27Q650,27,"High School for Construction Trades, Engineering and Architecture",false,Q650,false,1066,0,0,1066,0.309,0.089,0.365,0.118,0.119,0.163,0.016,0.597,No Data,No Data,No Data,No Data,No Data,No Data,255,96.1%,236,96.6%
28Q008,28,J.H.S. 008 Richard S. Grossley,false,Q008,false,384,0,384,0,0.185,0.406,0.268,0.122,0.018,0.177,0.135,0.854,352,122,34.7%,365,104,28.5%,No Data,No Data,No Data,No Data
28Q040,28,P.S. 040 Samuel Huntington,false,Q040,false,396,396,0,0,0.141,0.538,0.255,0.015,0.051,0.232,0.063,0.884,178,65,36.5%,181,76,42.0%,No Data,No Data,No Data,No Data
28Q048,28,P.S. 048 William Wordsworth,false,Q276,false,563,563,0,0,0.188,0.504,0.233,0.059,0.016,0.25,0.119,0.893,257,124,48.2%,265,128,48.3%,No Data,No Data,No Data,No Data
28Q072,28,Catherine & Count Basie Middle School 72,false,Q072,false,337,0,337,0,0.068,0.682,0.157,0.065,0.027,0.285,0.065,0.813,295,75,25.4%,302,40,13.2%,No Data,No Data,No Data,No Data
28Q167,28,Metropolitan Expeditionary Learning School,false,Q686,false,832,0,378,454,0.197,0.167,0.416,0.059,0.161,0.186,0.02,0.708,357,158,44.3%,215,91,42.3%,110,97.3%,114,100.0%
28Q182,28,P.S. 182 Samantha Smith,false,Q277,false,718,718,0,0,0.291,0.117,0.547,0.029,0.015,0.174,0.382,0.95,357,134,37.5%,368,117,31.8%,No Data,No Data,No Data,No Data
28Q284,28,York Early College Academy,false,Q008,false,658,0,290,368,0.263,0.511,0.088,0.128,0.011,0.109,0.008,0.69,272,169,62.1%,179,100,55.9%,84,97.6%,80,98.8%
28Q287,28,The Emerson School,false,Q008,false,358,0,358,0,0.229,0.436,0.246,0.073,0.017,0.237,0.115,0.813,331,109,32.9%,317,77,24.3%,No Data,No Data,No Data,No Data
28Q310,28,Queens Collegiate: A College Board School,false,Q470,false,669,0,253,416,0.293,0.422,0.188,0.088,0.009,0.169,0.091,0.857,234,111,47.4%,240,110,45.8%,112,87.5%,91,83.5%
28Q312,28,Jamaica Children's School,false,Q040,false,200,200,0,0,0.025,0.65,0.27,0.02,0.035,0.285,0.065,0.885,64,32,50.0%,67,23,34.3%,No Data,No Data,No Data,No Data
28Q325,28,Hillside Arts & Letters Academy,false,Q470,false,447,0,0,447,0.201,0.412,0.295,0.067,0.025,0.19,0.141,0.723,No Data,No Data,No Data,No Data,No Data,No Data,112,88.4%,116,86.2%
28Q328,28,High School for Community Leadership,false,Q470,false,464,0,0,464,0.228,0.351,0.28,0.093,0.047,0.153,0.149,0.767,No Data,No Data,No Data,No Data,No Data,No Data,120,93.3%,102,88.2%
28Q332,28,Redwood Middle School,false,Q072,false,334,0,334,0,0.141,0.653,0.099,0.09,0.018,0.21,0.054,0.647,287,62,21.6%,259,35,13.5%,No Data,No Data,No Data,No Data
28Q338,28,Queens Satellite High School for Opportunity,false,Q595,true,206,0,0,206,0.097,0.5,0.272,0.058,0.073,0.112,0.073,0.893,No Data,No Data,No Data,No Data,No Data,No Data,107,15.0%,101,31.7%
28Q349,28,The Queens School for Leadership and Excellence,false,Q314,false,427,427,0,0,0.407,0.185,0.361,0.026,0.021,0.145,0.18,0.845,87,44,50.6%,91,51,56.0%,No Data,No Data,No Data,No Data
28Q350,28,Jamaica Gateway to the Sciences,false,Q470,false,494,0,0,494,0.377,0.346,0.158,0.091,0.028,0.144,0.099,0.745,No Data,No Data,No Data,No Data,No Data,No Data,132,84.1%,123,92.7%
28Q358,28,M.S. 358,false,Q314,false,362,0,362,0,0.238,0.243,0.461,0.036,0.022,0.199,0.163,0.856,348,136,39.1%,220,92,41.8%,No Data,No Data,No Data,No Data
28Q680,28,Queens Gateway to Health Sciences Secondary School,false,Q695,false,711,0,285,426,0.504,0.252,0.1,0.094,0.051,0.129,0.011,0.553,263,237,90.1%,175,155,88.6%,100,97.0%,123,100.0%
28Q686,28,Queens Metropolitan High School,false,Q686,false,1104,0,0,1104,0.101,0.037,0.424,0.01,0.428,0.168,0.032,0.609,No Data,No Data,No Data,No Data,No Data,No Data,262,90.5%,289,94.5%
28Q690,28,High School for Law Enforcement and Public Safety,false,Q690,false,462,0,0,462,0.126,0.576,0.242,0.037,0.019,0.208,0.069,0.695,No Data,No Data,No Data,No Data,No Data,No Data,130,79.2%,118,93.2%
