ADMISSION_YEAR,COUNTY_CODE,COUNTY_NAME,SECTOR_CODE,SECTOR,SCHOOL_TYPE_CODE,SCHOOL_TYPE,SCHOOL_LEVEL_CODE,SCHOOL_LEVEL,SEDCODE,INST_ID,LEGAL_NAME,PROGRAM_TYPE,ADMISSION_STATUS,Asian,American Indian/Alaskan Native,Black/African American,Hispanic (any race),Native Hawaiian/Pacific Islander,Non-Hispanic 2 or More Races,Unknown,Nonresident Alien,White
Fall of 2015,44,ORANGE,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,447500,800000040218,MOUNT SAINT MARY COLLEGE,Associate Degree Programs (Full-Time First-Time Freshmen),Applicants Accepted,0,0,0,0,0,0,0,0,0
Fall of 2015,44,ORANGE,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,447500,800000040218,MOUNT SAINT MARY COLLEGE,Associate Degree Programs (Full-Time First-Time Freshmen),Applicants Enrolled,0,0,0,0,0,0,0,0,0
Fall of 2015,44,ORANGE,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,447500,800000040218,MOUNT SAINT MARY COLLEGE,Baccalaureate Degree Programs (Full-Time First-Time Freshmen),Complete Applications Received,132,30,402,814,2,7,620,38,1580
Fall of 2015,44,ORANGE,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,447500,800000040218,MOUNT SAINT MARY COLLEGE,Baccalaureate Degree Programs (Full-Time First-Time Freshmen),Applicants Accepted,123,27,289,680,2,7,545,36,1538
Fall of 2015,44,ORANGE,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,447500,800000040218,MOUNT SAINT MARY COLLEGE,Baccalaureate Degree Programs (Full-Time First-Time Freshmen),Applicants Enrolled,10,1,30,75,0,7,24,5,270
Fall of 2015,44,ORANGE,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,447500,800000040218,MOUNT SAINT MARY COLLEGE,Certificate or Diploma Programs (Full-Time First-Time Freshmen),Complete Applications Received,0,0,0,0,0,0,0,0,0
Fall of 2015,44,ORANGE,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,447500,800000040218,MOUNT SAINT MARY COLLEGE,Certificate or Diploma Programs (Full-Time First-Time Freshmen),Applicants Accepted,0,0,0,0,0,0,0,0,0
Fall of 2015,44,ORANGE,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,447500,800000040218,MOUNT SAINT MARY COLLEGE,Certificate or Diploma Programs (Full-Time First-Time Freshmen),Applicants Enrolled,0,0,0,0,0,0,0,0,0
Fall of 2016,44,ORANGE,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,447500,800000040218,MOUNT SAINT MARY COLLEGE,Associate Degree Programs (Full-Time First-Time Freshmen),Complete Applications Received,0,0,0,0,0,0,0,0,0
Fall of 2016,44,ORANGE,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,447500,800000040218,MOUNT SAINT MARY COLLEGE,Associate Degree Programs (Full-Time First-Time Freshmen),Applicants Accepted,0,0,0,0,0,0,0,0,0
Fall of 2016,44,ORANGE,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,447500,800000040218,MOUNT SAINT MARY COLLEGE,Associate Degree Programs (Full-Time First-Time Freshmen),Applicants Enrolled,0,0,0,0,0,0,0,0,0
Fall of 2016,44,ORANGE,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,447500,800000040218,MOUNT SAINT MARY COLLEGE,Baccalaureate Degree Programs (Full-Time First-Time Freshmen),Complete Applications Received,152,34,396,835,6,5,579,42,1698
Fall of 2016,44,ORANGE,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,447500,800000040218,MOUNT SAINT MARY COLLEGE,Baccalaureate Degree Programs (Full-Time First-Time Freshmen),Applicants Accepted,144,26,299,708,5,5,518,40,1623
Fall of 2016,44,ORANGE,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,447500,800000040218,MOUNT SAINT MARY COLLEGE,Baccalaureate Degree Programs (Full-Time First-Time Freshmen),Applicants Enrolled,7,1,30,64,1,5,10,3,263
Fall of 2016,44,ORANGE,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,447500,800000040218,MOUNT SAINT MARY COLLEGE,Certificate or Diploma Programs (Full-Time First-Time Freshmen),Complete Applications Received,0,0,0,0,0,0,0,0,0
Fall of 2016,44,ORANGE,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,447500,800000040218,MOUNT SAINT MARY COLLEGE,Certificate or Diploma Programs (Full-Time First-Time Freshmen),Applicants Accepted,0,0,0,0,0,0,0,0,0
Fall of 2016,44,ORANGE,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,447500,800000040218,MOUNT SAINT MARY COLLEGE,Certificate or Diploma Programs (Full-Time First-Time Freshmen),Applicants Enrolled,0,0,0,0,0,0,0,0,0
Fall of 2017,44,ORANGE,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,447500,800000040218,MOUNT SAINT MARY COLLEGE,Associate Degree Programs (Full-Time First-Time Freshmen),Complete Applications Received,0,0,0,0,0,0,0,0,0
Fall of 2017,44,ORANGE,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,447500,800000040218,MOUNT SAINT MARY COLLEGE,Associate Degree Programs (Full-Time First-Time Freshmen),Applicants Accepted,0,0,0,0,0,0,0,0,0
Fall of 2017,44,ORANGE,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,447500,800000040218,MOUNT SAINT MARY COLLEGE,Associate Degree Programs (Full-Time First-Time Freshmen),Applicants Enrolled,0,0,0,0,0,0,0,0,0
Fall of 2017,44,ORANGE,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,447500,800000040218,MOUNT SAINT MARY COLLEGE,Baccalaureate Degree Programs (Full-Time First-Time Freshmen),Complete Applications Received,148,38,550,971,7,2,472,29,1607
Fall of 2017,44,ORANGE,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,447500,800000040218,MOUNT SAINT MARY COLLEGE,Baccalaureate Degree Programs (Full-Time First-Time Freshmen),Applicants Accepted,145,37,467,863,5,2,443,29,1580
Fall of 2017,44,ORANGE,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,447500,800000040218,MOUNT SAINT MARY COLLEGE,Baccalaureate Degree Programs (Full-Time First-Time Freshmen),Applicants Enrolled,10,3,29,70,1,2,14,3,267
Fall of 2017,44,ORANGE,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,447500,800000040218,MOUNT SAINT MARY COLLEGE,Certificate or Diploma Programs (Full-Time First-Time Freshmen),Complete Applications Received,0,0,0,0,0,0,0,0,0
Fall of 2017,44,ORANGE,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,447500,800000040218,MOUNT SAINT MARY COLLEGE,Certificate or Diploma Programs (Full-Time First-Time Freshmen),Applicants Accepted,0,0,0,0,0,0,0,0,0
Fall of 2017,44,ORANGE,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,447500,800000040218,MOUNT SAINT MARY COLLEGE,Certificate or Diploma Programs (Full-Time First-Time Freshmen),Applicants Enrolled,0,0,0,0,0,0,0,0,0
Fall of 2018,44,ORANGE,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,447500,800000040218,MOUNT SAINT MARY COLLEGE,Associate Degree Programs (Full-Time First-Time Freshmen),Complete Applications Received,0,0,0,0,0,0,0,0,0
Fall of 2018,44,ORANGE,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,447500,800000040218,MOUNT SAINT MARY COLLEGE,Associate Degree Programs (Full-Time First-Time Freshmen),Applicants Accepted,0,0,0,0,0,0,0,0,0
Fall of 2018,44,ORANGE,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,447500,800000040218,MOUNT SAINT MARY COLLEGE,Associate Degree Programs (Full-Time First-Time Freshmen),Applicants Enrolled,0,0,0,0,0,0,0,0,0
Fall of 2018,44,ORANGE,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,447500,800000040218,MOUNT SAINT MARY COLLEGE,Baccalaureate Degree Programs (Full-Time First-Time Freshmen),Complete Applications Received,147,33,485,936,3,0,459,46,1479
Fall of 2018,44,ORANGE,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,447500,800000040218,MOUNT SAINT MARY COLLEGE,Baccalaureate Degree Programs (Full-Time First-Time Freshmen),Applicants Accepted,143,32,421,841,3,0,437,44,1444
Fall of 2018,44,ORANGE,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,447500,800000040218,MOUNT SAINT MARY COLLEGE,Baccalaureate Degree Programs (Full-Time First-Time Freshmen),Applicants Enrolled,5,5,24,72,0,0,66,4,212
Fall of 2018,44,ORANGE,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,447500,800000040218,MOUNT SAINT MARY COLLEGE,Certificate or Diploma Programs (Full-Time First-Time Freshmen),Complete Applications Received,0,0,0,0,0,0,0,0,0
Fall of 2018,44,ORANGE,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,447500,800000040218,MOUNT SAINT MARY COLLEGE,Certificate or Diploma Programs (Full-Time First-Time Freshmen),Applicants Accepted,0,0,0,0,0,0,0,0,0
Fall of 2018,44,ORANGE,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,447500,800000040218,MOUNT SAINT MARY COLLEGE,Certificate or Diploma Programs (Full-Time First-Time Freshmen),Applicants Enrolled,0,0,0,0,0,0,0,0,0
Fall of 2019,49,RENSSELAER,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,459500,800000039427,RENSSELAER POLYTECH INSTITUTE,Associate Degree Programs (Full-Time First-Time Freshmen),Complete Applications Received,0,0,0,0,0,0,0,0,0
Fall of 2019,49,RENSSELAER,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,459500,800000039427,RENSSELAER POLYTECH INSTITUTE,Associate Degree Programs (Full-Time First-Time Freshmen),Applicants Accepted,0,0,0,0,0,0,0,0,0
Fall of 2019,49,RENSSELAER,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,459500,800000039427,RENSSELAER POLYTECH INSTITUTE,Associate Degree Programs (Full-Time First-Time Freshmen),Applicants Enrolled,0,0,0,0,0,0,0,0,0
Fall of 2019,49,RENSSELAER,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,459500,800000039427,RENSSELAER POLYTECH INSTITUTE,Baccalaureate Degree Programs (Full-Time First-Time Freshmen),Complete Applications Received,3427,28,1012,2142,15,759,652,2868,7732
Fall of 2019,49,RENSSELAER,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,459500,800000039427,RENSSELAER POLYTECH INSTITUTE,Baccalaureate Degree Programs (Full-Time First-Time Freshmen),Applicants Accepted,1826,9,286,862,5,385,311,758,4393
Fall of 2019,49,RENSSELAER,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,459500,800000039427,RENSSELAER POLYTECH INSTITUTE,Baccalaureate Degree Programs (Full-Time First-Time Freshmen),Applicants Enrolled,298,3,75,170,1,77,49,300,692
Fall of 2019,49,RENSSELAER,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,459500,800000039427,RENSSELAER POLYTECH INSTITUTE,Certificate or Diploma Programs (Full-Time First-Time Freshmen),Complete Applications Received,0,0,0,0,0,0,0,0,0
Fall of 2019,49,RENSSELAER,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,459500,800000039427,RENSSELAER POLYTECH INSTITUTE,Certificate or Diploma Programs (Full-Time First-Time Freshmen),Applicants Accepted,0,0,0,0,0,0,0,0,0
Fall of 2019,49,RENSSELAER,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,459500,800000039427,RENSSELAER POLYTECH INSTITUTE,Certificate or Diploma Programs (Full-Time First-Time Freshmen),Applicants Enrolled,0,0,0,0,0,0,0,0,0
Fall of 2013,26,MONROE,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,448500,800000050295,NAZARETH COLLEGE OF ROCHESTER,Associate Degree Programs (Full-Time First-Time Freshmen),Complete Applications Received,0,0,0,0,0,0,0,0,0
Fall of 2013,26,MONROE,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,448500,800000050295,NAZARETH COLLEGE OF ROCHESTER,Associate Degree Programs (Full-Time First-Time Freshmen),Applicants Accepted,0,0,0,0,0,0,0,0,0
Fall of 2013,26,MONROE,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,448500,800000050295,NAZARETH COLLEGE OF ROCHESTER,Associate Degree Programs (Full-Time First-Time Freshmen),Applicants Enrolled,0,0,0,0,0,0,0,0,0
Fall of 2013,26,MONROE,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,448500,800000050295,NAZARETH COLLEGE OF ROCHESTER,Baccalaureate Degree Programs (Full-Time First-Time Freshmen),Complete Applications Received,101,19,290,243,1,70,827,11,2295
Fall of 2013,26,MONROE,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,448500,800000050295,NAZARETH COLLEGE OF ROCHESTER,Baccalaureate Degree Programs (Full-Time First-Time Freshmen),Applicants Accepted,76,13,152,126,1,56,354,10,1837
Fall of 2013,26,MONROE,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,448500,800000050295,NAZARETH COLLEGE OF ROCHESTER,Baccalaureate Degree Programs (Full-Time First-Time Freshmen),Applicants Enrolled,11,1,28,17,0,11,60,7,288
Fall of 2013,26,MONROE,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,448500,800000050295,NAZARETH COLLEGE OF ROCHESTER,Certificate or Diploma Programs (Full-Time First-Time Freshmen),Complete Applications Received,0,0,0,0,0,0,0,0,0
Fall of 2013,26,MONROE,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,448500,800000050295,NAZARETH COLLEGE OF ROCHESTER,Certificate or Diploma Programs (Full-Time First-Time Freshmen),Applicants Accepted,0,0,0,0,0,0,0,0,0
Fall of 2013,26,MONROE,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,448500,800000050295,NAZARETH COLLEGE OF ROCHESTER,Certificate or Diploma Programs (Full-Time First-Time Freshmen),Applicants Enrolled,0,0,0,0,0,0,0,0,0
Fall of 2014,26,MONROE,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,448500,800000050295,NAZARETH COLLEGE OF ROCHESTER,Associate Degree Programs (Full-Time First-Time Freshmen),Complete Applications Received,0,0,0,0,0,0,0,0,0
Fall of 2014,26,MONROE,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,448500,800000050295,NAZARETH COLLEGE OF ROCHESTER,Associate Degree Programs (Full-Time First-Time Freshmen),Applicants Accepted,0,0,0,0,0,0,0,0,0
Fall of 2014,26,MONROE,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,448500,800000050295,NAZARETH COLLEGE OF ROCHESTER,Associate Degree Programs (Full-Time First-Time Freshmen),Applicants Enrolled,0,0,0,0,0,0,0,0,0
Fall of 2014,26,MONROE,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,448500,800000050295,NAZARETH COLLEGE OF ROCHESTER,Baccalaureate Degree Programs (Full-Time First-Time Freshmen),Complete Applications Received,154,7,457,376,5,109,117,13,2946
Fall of 2014,26,MONROE,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,448500,800000050295,NAZARETH COLLEGE OF ROCHESTER,Baccalaureate Degree Programs (Full-Time First-Time Freshmen),Applicants Accepted,113,4,172,170,1,71,78,9,2331
Fall of 2014,26,MONROE,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,448500,800000050295,NAZARETH COLLEGE OF ROCHESTER,Baccalaureate Degree Programs (Full-Time First-Time Freshmen),Applicants Enrolled,15,0,40,14,0,14,8,4,381
Fall of 2014,26,MONROE,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,448500,800000050295,NAZARETH COLLEGE OF ROCHESTER,Certificate or Diploma Programs (Full-Time First-Time Freshmen),Complete Applications Received,0,0,0,0,0,0,0,0,0
Fall of 2014,26,MONROE,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,448500,800000050295,NAZARETH COLLEGE OF ROCHESTER,Certificate or Diploma Programs (Full-Time First-Time Freshmen),Applicants Accepted,0,0,0,0,0,0,0,0,0
Fall of 2014,26,MONROE,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,448500,800000050295,NAZARETH COLLEGE OF ROCHESTER,Certificate or Diploma Programs (Full-Time First-Time Freshmen),Applicants Enrolled,0,0,0,0,0,0,0,0,0
Fall of 2015,26,MONROE,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,448500,800000050295,NAZARETH COLLEGE OF ROCHESTER,Associate Degree Programs (Full-Time First-Time Freshmen),Complete Applications Received,0,0,0,0,0,0,0,0,0
Fall of 2015,26,MONROE,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,448500,800000050295,NAZARETH COLLEGE OF ROCHESTER,Associate Degree Programs (Full-Time First-Time Freshmen),Applicants Accepted,0,0,0,0,0,0,0,0,0
Fall of 2015,26,MONROE,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,448500,800000050295,NAZARETH COLLEGE OF ROCHESTER,Associate Degree Programs (Full-Time First-Time Freshmen),Applicants Enrolled,0,0,0,0,0,0,0,0,0
Fall of 2015,26,MONROE,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,448500,800000050295,NAZARETH COLLEGE OF ROCHESTER,Baccalaureate Degree Programs (Full-Time First-Time Freshmen),Complete Applications Received,136,11,498,396,2,107,173,10,2342
Fall of 2015,26,MONROE,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,448500,800000050295,NAZARETH COLLEGE OF ROCHESTER,Baccalaureate Degree Programs (Full-Time First-Time Freshmen),Applicants Accepted,104,6,223,194,1,70,126,8,2044
Fall of 2015,26,MONROE,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,448500,800000050295,NAZARETH COLLEGE OF ROCHESTER,Baccalaureate Degree Programs (Full-Time First-Time Freshmen),Applicants Enrolled,14,2,40,32,0,9,26,5,391
Fall of 2015,26,MONROE,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,448500,800000050295,NAZARETH COLLEGE OF ROCHESTER,Certificate or Diploma Programs (Full-Time First-Time Freshmen),Complete Applications Received,0,0,0,0,0,0,0,0,0
Fall of 2015,26,MONROE,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,448500,800000050295,NAZARETH COLLEGE OF ROCHESTER,Certificate or Diploma Programs (Full-Time First-Time Freshmen),Applicants Accepted,0,0,0,0,0,0,0,0,0
Fall of 2015,26,MONROE,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,448500,800000050295,NAZARETH COLLEGE OF ROCHESTER,Certificate or Diploma Programs (Full-Time First-Time Freshmen),Applicants Enrolled,0,0,0,0,0,0,0,0,0
Fall of 2016,26,MONROE,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,448500,800000050295,NAZARETH COLLEGE OF ROCHESTER,Associate Degree Programs (Full-Time First-Time Freshmen),Complete Applications Received,0,0,0,0,0,0,0,0,0
Fall of 2016,26,MONROE,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,448500,800000050295,NAZARETH COLLEGE OF ROCHESTER,Associate Degree Programs (Full-Time First-Time Freshmen),Applicants Accepted,0,0,0,0,0,0,0,0,0
Fall of 2016,26,MONROE,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,448500,800000050295,NAZARETH COLLEGE OF ROCHESTER,Associate Degree Programs (Full-Time First-Time Freshmen),Applicants Enrolled,0,0,0,0,0,0,0,0,0
Fall of 2016,26,MONROE,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,448500,800000050295,NAZARETH COLLEGE OF ROCHESTER,Baccalaureate Degree Programs (Full-Time First-Time Freshmen),Complete Applications Received,156,9,560,444,0,124,184,13,2626
Fall of 2016,26,MONROE,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,448500,800000050295,NAZARETH COLLEGE OF ROCHESTER,Baccalaureate Degree Programs (Full-Time First-Time Freshmen),Applicants Accepted,122,7,205,207,0,80,128,11,2208
Fall of 2016,26,MONROE,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,448500,800000050295,NAZARETH COLLEGE OF ROCHESTER,Baccalaureate Degree Programs (Full-Time First-Time Freshmen),Applicants Enrolled,14,0,26,38,0,12,15,5,407
Fall of 2016,26,MONROE,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,448500,800000050295,NAZARETH COLLEGE OF ROCHESTER,Certificate or Diploma Programs (Full-Time First-Time Freshmen),Complete Applications Received,0,0,0,0,0,0,0,0,0
Fall of 2016,26,MONROE,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,448500,800000050295,NAZARETH COLLEGE OF ROCHESTER,Certificate or Diploma Programs (Full-Time First-Time Freshmen),Applicants Accepted,0,0,0,0,0,0,0,0,0
Fall of 2016,26,MONROE,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,448500,800000050295,NAZARETH COLLEGE OF ROCHESTER,Certificate or Diploma Programs (Full-Time First-Time Freshmen),Applicants Enrolled,0,0,0,0,0,0,0,0,0
Fall of 2017,26,MONROE,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,448500,800000050295,NAZARETH COLLEGE OF ROCHESTER,Associate Degree Programs (Full-Time First-Time Freshmen),Complete Applications Received,0,0,0,0,0,0,0,0,0
Fall of 2017,26,MONROE,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,448500,800000050295,NAZARETH COLLEGE OF ROCHESTER,Associate Degree Programs (Full-Time First-Time Freshmen),Applicants Accepted,0,0,0,0,0,0,0,0,0
Fall of 2017,26,MONROE,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,448500,800000050295,NAZARETH COLLEGE OF ROCHESTER,Associate Degree Programs (Full-Time First-Time Freshmen),Applicants Enrolled,0,0,0,0,0,0,0,0,0
Fall of 2017,26,MONROE,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,448500,800000050295,NAZARETH COLLEGE OF ROCHESTER,Baccalaureate Degree Programs (Full-Time First-Time Freshmen),Complete Applications Received,175,19,687,492,4,152,203,11,2750
Fall of 2017,26,MONROE,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,448500,800000050295,NAZARETH COLLEGE OF ROCHESTER,Baccalaureate Degree Programs (Full-Time First-Time Freshmen),Applicants Accepted,104,13,158,174,2,89,120,6,2149
Fall of 2017,26,MONROE,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,448500,800000050295,NAZARETH COLLEGE OF ROCHESTER,Baccalaureate Degree Programs (Full-Time First-Time Freshmen),Applicants Enrolled,15,3,29,30,0,19,21,3,430
Fall of 2017,26,MONROE,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,448500,800000050295,NAZARETH COLLEGE OF ROCHESTER,Certificate or Diploma Programs (Full-Time First-Time Freshmen),Complete Applications Received,0,0,0,0,0,0,0,0,0
Fall of 2017,26,MONROE,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,448500,800000050295,NAZARETH COLLEGE OF ROCHESTER,Certificate or Diploma Programs (Full-Time First-Time Freshmen),Applicants Accepted,0,0,0,0,0,0,0,0,0
Fall of 2017,26,MONROE,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,448500,800000050295,NAZARETH COLLEGE OF ROCHESTER,Certificate or Diploma Programs (Full-Time First-Time Freshmen),Applicants Enrolled,0,0,0,0,0,0,0,0,0
Fall of 2018,26,MONROE,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,448500,800000050295,NAZARETH COLLEGE OF ROCHESTER,Associate Degree Programs (Full-Time First-Time Freshmen),Complete Applications Received,0,0,0,0,0,0,0,0,0
Fall of 2018,26,MONROE,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,448500,800000050295,NAZARETH COLLEGE OF ROCHESTER,Associate Degree Programs (Full-Time First-Time Freshmen),Applicants Accepted,0,0,0,0,0,0,0,0,0
Fall of 2018,26,MONROE,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,448500,800000050295,NAZARETH COLLEGE OF ROCHESTER,Associate Degree Programs (Full-Time First-Time Freshmen),Applicants Enrolled,0,0,0,0,0,0,0,0,0
Fall of 2018,26,MONROE,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,448500,800000050295,NAZARETH COLLEGE OF ROCHESTER,Baccalaureate Degree Programs (Full-Time First-Time Freshmen),Complete Applications Received,144,21,508,438,4,150,192,31,2785
Fall of 2018,26,MONROE,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,448500,800000050295,NAZARETH COLLEGE OF ROCHESTER,Baccalaureate Degree Programs (Full-Time First-Time Freshmen),Applicants Accepted,74,8,125,169,2,88,122,20,2111
Fall of 2018,26,MONROE,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,448500,800000050295,NAZARETH COLLEGE OF ROCHESTER,Baccalaureate Degree Programs (Full-Time First-Time Freshmen),Applicants Enrolled,12,2,20,31,0,10,29,4,436
Fall of 2018,26,MONROE,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,448500,800000050295,NAZARETH COLLEGE OF ROCHESTER,Certificate or Diploma Programs (Full-Time First-Time Freshmen),Complete Applications Received,0,0,0,0,0,0,0,0,0
Fall of 2018,26,MONROE,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,448500,800000050295,NAZARETH COLLEGE OF ROCHESTER,Certificate or Diploma Programs (Full-Time First-Time Freshmen),Applicants Accepted,0,0,0,0,0,0,0,0,0
Fall of 2018,26,MONROE,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,448500,800000050295,NAZARETH COLLEGE OF ROCHESTER,Certificate or Diploma Programs (Full-Time First-Time Freshmen),Applicants Enrolled,0,0,0,0,0,0,0,0,0
Fall of 2019,26,MONROE,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,460000,800000050585,ROBERTS WESLEYAN COLLEGE,Associate Degree Programs (Full-Time First-Time Freshmen),Complete Applications Received,0,0,0,0,0,0,0,0,0
Fall of 2019,26,MONROE,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,460000,800000050585,ROBERTS WESLEYAN COLLEGE,Associate Degree Programs (Full-Time First-Time Freshmen),Applicants Accepted,0,0,0,0,0,0,0,0,0
Fall of 2019,26,MONROE,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,460000,800000050585,ROBERTS WESLEYAN COLLEGE,Associate Degree Programs (Full-Time First-Time Freshmen),Applicants Enrolled,0,0,0,0,0,0,0,0,0
Fall of 2019,26,MONROE,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,460000,800000050585,ROBERTS WESLEYAN COLLEGE,Baccalaureate Degree Programs (Full-Time First-Time Freshmen),Complete Applications Received,60,9,344,225,6,80,30,101,1031
Fall of 2019,26,MONROE,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,460000,800000050585,ROBERTS WESLEYAN COLLEGE,Baccalaureate Degree Programs (Full-Time First-Time Freshmen),Applicants Accepted,38,9,164,122,5,54,17,54,792
